;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;Decisions;;;;
form_elbians_desc;The dream of reunifying the German lands under our dominion is now forfeit. The revolutions and the rise of German nationalism have provoked an immense opposition to the unified Reich. However we hold special ties with the Elbian people and if we could bring the North German lands under our protection we could annex the princes of the north and govern the Elbians as equals to the Bohemians. §R\nNote: mutually exclusive with forming the HRE.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ger_claim_prussia_title;Integration of Prussia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ger_claim_prussia_desc;Although Prussia was never part of our sphere of influence, the lands we ahve conquereds are still predominently inhabited by Germans. We can thus add them to our Realm.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
form_danubia_title;Form the Danubian Confederation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
form_danubia_desc;Our dominant position over the south and central German states is now firmly established. While it will still take time to unify all the Germans, today we can at last form a proper German kingdom - a stepping-stone to greater things!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
unite_germany_title;Let the German Eagle rise!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
unite_germany_desc;Our domination of the German areas is now beyond contest - for the first time in a millennia, the German people are united under a flag, ours! Let us proclaim the Greater German state, and take our rightful place as leaders of Europe!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
move_to_frankfurt_title;Move the capital to Frankfurt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
move_to_frankfurt_desc;Despite our efforts, the princes of the Empire did not accept our claim. We defeated them and we can rightfully be recognized Kaiser by the Germans! Ein Reich, Ein Deustchland!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;Modifiers;;;;
continental_army;Continental Army;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
continental_army_desc;Irish please apply, we need more soldiers UwU.;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
rev_fervor;Revolutionary Fervor;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
rev_fervor_desc;Erm no taxes please;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;
ukrainian_breadbasket;Inca Breadbasket;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
ukrainian_breadbasket_desc;"Secret Inca LGBT black magic showed us the secret to male pregnancy, thus boosting our birthrates.";;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
#;;;;;;;;;;;;;;Events;;;;
EVTNAME200300;Inca Pop Growth Boost;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
EVTDESC200300;Secret Inca LGBT black magic showed us the secret to male pregnancy, thus boosting our birthrates.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
EVTOPTA200300;Finally, true gender equality;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
#;;;;;;;;;;;;;;Country names;;;;
JAP;Japan;;;;;;;;;;;;;
JAP_absolute_monarchy;Empire of Japan;;;;;;;;;;;;;
JAP_prussian_constitutionalism;Empire of Japan;;;;;;;;;;;;;
JAP_hms_government;Empire of Japan;;;;;;;;;;;;;
JAP_fascist_dictatorship;State of Japan;;;;;;;;;;;;;
JAP_proletarian_dictatorship;Japanese SR;;;;;;;;;;;;;
JAP_democracy;Republic of Japan;;;;;;;;;;;;;
JAP_presidential_dictatorship;Shogunate Japan;;;;;;;;;;;;;
PER;Iran;;;;;;;;;;;;;
PER_absolute_monarchy;Sublime State of Iran;;;;;;;;;;;;;
PER_prussian_constitutionalism;Sublime State of Iran;;;;;;;;;;;;;
PER_hms_government;Imperial State of Iran;;;;;;;;;;;;;
PER_fascist_dictatorship;State of Iran;;;;;;;;;;;;;
PER_proletarian_dictatorship;Iranian SR;;;;;;;;;;;;;
PER_democracy;Republic of Iran;;;;;;;;;;;;;
PER_presidential_dictatorship;Islamic Republic of Iran;;;;;;;;;;;;;
FRA;France;;;;;;;;;;;;;
FRA_absolute_monarchy;Kingdom of France;;;;;;;;;;;;;
FRA_prussian_constitutionalism;Kingdom of France;;;;;;;;;;;;;
FRA_hms_government;Kingdom of France;;;;;;;;;;;;;
FRA_absolute_empire;French Empire;;;;;;;;;;;;;
FRA_semi_constitutional_empire;French Empire;;;;;;;;;;;;;
FRA_constitutional_empire;French Empire;;;;;;;;;;;;;
FRA_fascist_dictatorship;French State;;;;;;;;;;;;;
FRA_proletarian_dictatorship;French SR;;;;;;;;;;;;;
FRA_democracy;French Republic;;;;;;;;;;;;;
FRA_presidential_dictatorship;French Republic;;;;;;;;;;;;;
HND_presidential_dictatorship;Raj;;;;;;;;;;;;;
PRU;Prussia;;;;;;;;;;;;;
PRU_ADJ;Prussian;;;;;;;;;;;;;
NGF;North Germany;;;;;;;;;;;;;
NGF_absolute_monarchy;North German Confederation;;;;;;;;;;;;;
NGF_prussian_constitutionalism;North German Confederation;;;;;;;;;;;;;
NGF_hms_government;North German Confederation;;;;;;;;;;;;;
NGF_fascist_dictatorship;North German State;;;;;;;;;;;;;
NGF_proletarian_dictatorship;North German SR;;;;;;;;;;;;;
NGF_democracy;North German Confederation;;;;;;;;;;;;;
NGF_presidential_dictatorship;North German Confederation;;;;;;;;;;;;;
SPA;Spain;;;;;;;;;;;;;
SPA_ADJ;Spanish;;;;;;;;;;;;;
GER;Germany;;;;;;;;;;;;;
GER_absolute_monarchy;German Empire;;;;;;;;;;;;;
GER_prussian_constitutionalism;German Empire;;;;;;;;;;;;;
GER_hms_government;German Empire;;;;;;;;;;;;;
GER_fascist_dictatorship;German Reich;;;;;;;;;;;;;
GER_proletarian_dictatorship;German Democratic Republic;;;;;;;;;;;;;
GER_democracy;German Reich;;;;;;;;;;;;;
GER_presidential_dictatorship;German Reich;;;;;;;;;;;;;
GER_ADJ;German;;;;;;;;;;;;;
AUS;Austria;;;;;;;;;;;;;
AUS_ADJ;Austrian;;;;;;;;;;;;;
RUS;Russia;;;;;;;;;;;;;
RUS_absolute_monarchy;Russian Empire;;;;;;;;;;;;;
RUS_prussian_constitutionalism;Russian Empire;;;;;;;;;;;;;
RUS_hms_government;Russian Empire;;;;;;;;;;;;;
RUS_fascist_dictatorship;Russian National State;;;;;;;;;;;;;
RUS_proletarian_dictatorship;Soviet Union;;;;;;;;;;;;;
RUS_democracy;Russian Republic;;;;;;;;;;;;;
RUS_presidential_dictatorship;Russian Federation;;;;;;;;;;;;;
ITA;Italy;;;;;;;;;;;;;
ITA_absolute_monarchy;Kingdom of Italy;;;;;;;;;;;;;
ITA_prussian_constitutionalism;Kingdom of Italy;;;;;;;;;;;;;
ITA_hms_government;Kingdom of Italy;;;;;;;;;;;;;
ITA_absolute_empire;Kingdom of Italy;;;;;;;;;;;;;
ITA_semi_constitutional_empire;Kingdom of Italy;;;;;;;;;;;;;
ITA_constitutional_empire;Kingdom of Italy;;;;;;;;;;;;;
ITA_fascist_dictatorship;Italian Social Republic;;;;;;;;;;;;;
ITA_proletarian_dictatorship;Italian SR;;;;;;;;;;;;;
ITA_democracy;Italian Republic;;;;;;;;;;;;;
ITA_presidential_dictatorship;Italian Republic;;;;;;;;;;;;;
ITA_ADJ;Italian;Italian;Italian;;Italian;;;;;;;;;x;;;;
SAR;Savoy;;;;;;;;;;;;;
SAR_ADJ;Savoyard;Savoyard;Savoyard;;Savoyard;;;;;;;;;x;;;;
SIC;Two Sicilies;;;;;;;;;;;;;
SIC_ADJ;Sicilian;Sicilian;Sicilian;;Sicilian;;;;;;;;;x;;;;
BRZ;Brazil;;;;;;;;;;;;;
BRZ_absolute_monarchy;Empire of Brazil;;;;;;;;;;;;;
BRZ_prussian_constitutionalism;Empire of Brazil;;;;;;;;;;;;;
BRZ_hms_government;Empire of Brazil;;;;;;;;;;;;;
BRZ_fascist_dictatorship;Brazilian State;;;;;;;;;;;;;
BRZ_proletarian_dictatorship;Brazilian SR;;;;;;;;;;;;;
BRZ_democracy;Republic of Brazil;;;;;;;;;;;;;
BRZ_presidential_dictatorship;Republic of Brazil;;;;;;;;;;;;;
ARG;Argentina;;;;;;;;;;;;;
ARG_absolute_monarchy;Kingdom of Argentina;;;;;;;;;;;;;
ARG_prussian_constitutionalism;Kingdom of Argentina;;;;;;;;;;;;;
ARG_hms_government;Kingdom of Argentina;;;;;;;;;;;;;
ARG_fascist_dictatorship;Argentine State;;;;;;;;;;;;;
ARG_proletarian_dictatorship;Argentine SR;;;;;;;;;;;;;
ARG_democracy;Argentine Republic;;;;;;;;;;;;;
ARG_presidential_dictatorship;Argentine Confederation;;;;;;;;;;;;;
MEX;Mexico;;;;;;;;;;;;;
MEX_absolute_monarchy;Mexican Empire;;;;;;;;;;;;;
MEX_prussian_constitutionalism;Mexican Empire;;;;;;;;;;;;;
MEX_hms_government;Mexican Empire;;;;;;;;;;;;;
MEX_fascist_dictatorship;Mexican State;;;;;;;;;;;;;
MEX_proletarian_dictatorship;Mexican SR;;;;;;;;;;;;;
MEX_democracy;Mexican Republic;;;;;;;;;;;;;
MEX_presidential_dictatorship;Mexican Republic;;;;;;;;;;;;;
MEX_ADJ;Mexican;Mexicain;Mexikanisch;;Mexicana;;;;;;;;;x;;;;
SWE;Sweden-Norway;;;;;;;;;;;;;
SWE_absolute_monarchy;Sweden-Norway;;;;;;;;;;;;;
SWE_prussian_constitutionalism;Sweden-Norway;;;;;;;;;;;;;
SWE_hms_government;Sweden-Norway;;;;;;;;;;;;;
SWE_fascist_dictatorship;Sweden-Norway;;;;;;;;;;;;;
SWE_proletarian_dictatorship;SNSFR;;;;;;;;;;;;;
SWE_democracy;Sweden-Norway;;;;;;;;;;;;;
SWE_presidential_dictatorship;Sweden-Norway;;;;;;;;;;;;;
SWE_ADJ;Swedish-Norwegian;Swedish-Norwegian;Swedish-Norwegian;;Swedish-Norwegian;;;;;;;;;x;;;;
COM;Commonwealth;;;;;;;;;;;;;
COM_absolute_monarchy;Commonwealth of Nations;;;;;;;;;;;;;
COM_prussian_constitutionalism;Commonwealth of Nations;;;;;;;;;;;;;
COM_hms_government;Commonwealth of Nations;;;;;;;;;;;;;
COM_fascist_dictatorship;CANZcuck State;;;;;;;;;;;;;
COM_proletarian_dictatorship;People's Commonwealth;;;;;;;;;;;;;
COM_democracy;Federation of Nations;;;;;;;;;;;;;
COM_presidential_dictatorship;Commonwealth of Nations;;;;;;;;;;;;;
COM_ADJ;British;;;;;;;;;;;;;
NAN;Beornia;;;;;;;;;;;;;
NAN_ADJ;Beornian;Beornian;Beornian;;Beornian;;;;;;;;;x;;;;
HBE;Britannia;;;;;;;;;;;;;
HBE_absolute_monarchy;Holy Britannian Empire;;;;;;;;;;;;;
HBE_prussian_constitutionalism;Holy Britannian Empire;;;;;;;;;;;;;
HBE_hms_government;Holy Britannian Empire;;;;;;;;;;;;;
HBE_fascist_dictatorship;Holy Britannia;;;;;;;;;;;;;
HBE_proletarian_dictatorship;DPRB;;;;;;;;;;;;;
HBE_democracy;Britannian Federation;;;;;;;;;;;;;
HBE_presidential_dictatorship;Britannian Federation;;;;;;;;;;;;;
HBE_ADJ;Britannian;;;;;;;;;;;;;
ENG;England;;;;;;;;;;;;;
ENG_absolute_monarchy;Kingdom of England;;;;;;;;;;;;;
ENG_prussian_constitutionalism;Kingdom of England;;;;;;;;;;;;;
ENG_hms_government;Kingdom of England;;;;;;;;;;;;;
ENG_fascist_dictatorship;Anglo-Saxon State;;;;;;;;;;;;;
ENG_proletarian_dictatorship;Anglo-Saxon SR;;;;;;;;;;;;;
ENG_democracy;Republic of England;;;;;;;;;;;;;
ENG_presidential_dictatorship;Republic of England;;;;;;;;;;;;;
ENG_ADJ;English;;;;;;;;;;;;;
GBR;United Kingdom;;;;;;;;;;;;;
GBR_absolute_monarchy;United Kingdom;;;;;;;;;;;;;
GBR_prussian_constitutionalism;United Kingdom;;;;;;;;;;;;;
GBR_hms_government;United Kingdom;;;;;;;;;;;;;
GBR_fascist_dictatorship;British State;;;;;;;;;;;;;
GBR_proletarian_dictatorship;Union of Britain;;;;;;;;;;;;;
GBR_democracy;Republic of Britain;;;;;;;;;;;;;
GBR_presidential_dictatorship;Republic of Britain;;;;;;;;;;;;;
GBR_ADJ;British;;;;;;;;;;;;;
INC;Inca;;;;;;;;;;;;;
INC_absolute_monarchy;Inca Empire;;;;;;;;;;;;;
INC_prussian_constitutionalism;Inca Empire;;;;;;;;;;;;;
INC_hms_government;Inca Empire;;;;;;;;;;;;;
INC_fascist_dictatorship;Inca State;;;;;;;;;;;;;
INC_proletarian_dictatorship;Inca SR;;;;;;;;;;;;;
INC_democracy;Inca Republic;;;;;;;;;;;;;
INC_presidential_dictatorship;Inca Republic;;;;;;;;;;;;;
INC_ADJ;Inca;;;;;;;;;;;;;
LOT;Lotharingia;;;;;;;;;;;;;
LOT_ADJ;Lotharian;;;;;;;;;;;;;
AMA;Amazonie;;;;;;;;;;;;;
AMA_ADJ;Amazonian;;;;;;;;;;;;;
AZL;Ameriga;;;;;;;;;;;;;
AZL_absolute_monarchy;Amerigan Empire;;;;;;;;;;;;;
AZL_prussian_constitutionalism;Amerigan Empire;;;;;;;;;;;;;
AZL_hms_government;Amerigan Empire;;;;;;;;;;;;;
AZL_fascist_dictatorship;Amerigan State;;;;;;;;;;;;;
AZL_proletarian_dictatorship;Amerigan SFR;;;;;;;;;;;;;
AZL_democracy;Amerigan Federation;;;;;;;;;;;;;
AZL_presidential_dictatorship;Amerigan Federation;;;;;;;;;;;;;
AZL_ADJ;Amerigan;;;;;;;;;;;;;
CLM;Colombia;;;;;;;;;;;;;
CLM_absolute_monarchy;Colombian Empire;;;;;;;;;;;;;
CLM_prussian_constitutionalism;Colombian Empire;;;;;;;;;;;;;
CLM_hms_government;Colombian Empire;;;;;;;;;;;;;
CLM_fascist_dictatorship;Colombian State;;;;;;;;;;;;;
CLM_proletarian_dictatorship;Colombian SR;;;;;;;;;;;;;
CLM_democracy;Republic of Colombia;;;;;;;;;;;;;
CLM_presidential_dictatorship;Colombia;;;;;;;;;;;;;
CLM_ADJ;Colombian;;;;;;;;;;;;;
LST;Lusitania;;;;;;;;;;;;;
LST_ADJ;Lusitanian;;;;;;;;;;;;;
PLA;Plantagenia;;;;;;;;;;;;;
PLA_ADJ;Plantagenian;;;;;;;;;;;;;
PLA_fascist_dictatorship;South Arcadia;;;;;;;;;;;;;
PLA_fascist_dictatorship_ADJ;South Arcadian;;;;;;;;;;;;;
PLA_proletarian_dictatorship;South Arcadia;;;;;;;;;;;;;
PLA_proletarian_dictatorship_ADJ;South Arcadian;;;;;;;;;;;;;
PLA_democracy;South Arcadia;;;;;;;;;;;;;
PLA_democracy_ADJ;South Arcadian;;;;;;;;;;;;;
PLA_presidential_dictatorship;South Arcadian;;;;;;;;;;;;;
PLA_presidential_dictatorship_ADJ;South Arcadia;;;;;;;;;;;;;
NBG;Belgium;;;;;;;;;;;;;
NBG_ADJ;Belgian;;;;;;;;;;;;;
VIN;Vinland;;;;;;;;;;;;;
VIN_ADJ;Vinlandic;;;;;;;;;;;;;
ARC;Arcadia;;;;;;;;;;;;;
ARC_absolute_monarchy;Arcadian Empire;;;;;;;;;;;;;
ARC_prussian_constitutionalism;Arcadian Empire;;;;;;;;;;;;;
ARC_hms_government;Arcadian Empire;;;;;;;;;;;;;
ARC_fascist_dictatorship;Arcadian State;;;;;;;;;;;;;
ARC_proletarian_dictatorship;Arcadian SFR;;;;;;;;;;;;;
ARC_democracy;Arcadian Federation;;;;;;;;;;;;;
ARC_presidential_dictatorship;Arcadian Federation;;;;;;;;;;;;;
ARC_ADJ;Arcadian;;;;;;;;;;;;;
GRA;Granada;;;;;;;;;;;;x
GRA_ADJ;Granadan;;;;;;;;;;;;x
UCA;Central America;;;;;;;;;;;;x
UCA_ADJ;Central American;;;;;;;;;;;;x
ZHO;Zhourao;;;;;;;;;;;;x
ZHO_ADJ;Zhourian;;;;;;;;;;;;x
DNG;Qingqiu;;;;;;;;;;;;x
DNG_ADJ;Qingqiuan;;;;;;;;;;;;x
DUA;Anglo-France;;;;;;;;;;;;x
DUA_absolute_monarchy;Angevin Empire;;;;;;;;;;;;;
DUA_prussian_constitutionalism;Angevin Empire;;;;;;;;;;;;;
DUA_hms_government;Angevin Empire;;;;;;;;;;;;;
DUA_fascist_dictatorship;Anglois State;;;;;;;;;;;;;
DUA_proletarian_dictatorship;DPREF;;;;;;;;;;;;;
DUA_democracy;Anglo-French Republic;;;;;;;;;;;;;
DUA_presidential_dictatorship;Anglo-French Republic;;;;;;;;;;;;;
DUA_ADJ;Anglois;;;;;;;;;;;;;
BRG;Burgundy;;;;;;;;;;;;x
BRG_absolute_monarchy;Kingdom of Burgundy;;;;;;;;;;;;;
BRG_prussian_constitutionalism;Kingdom of Burgundy;;;;;;;;;;;;;
BRG_hms_government;Kingdom of Burgundy;;;;;;;;;;;;;
BRG_fascist_dictatorship;Order-State of Burgundy;;;;;;;;;;;;;
BRG_proletarian_dictatorship;Burgundian SR;;;;;;;;;;;;;
BRG_democracy;Burgundian Republic;;;;;;;;;;;;;
BRG_presidential_dictatorship;Burgundian Republic;;;;;;;;;;;;;
BRG_ADJ;Burgundian;;;;;;;;;;;;;
JOH;Malacca;;;;;;;;;;;;x
JOH_ADJ;Malaccan;;;;;;;;;;;;;
DJA;Palembang;;;;;;;;;;;;x
DJA_ADJ;Palembang;;;;;;;;;;;;;
VEN;Venice;;;;;;;;;;;;;
VEN_ADJ;Venetian;;;;;;;;;;;;;
MAC;Macedonia;;;;;;;;;;;;;
MAC_ADJ;Macedonian;;;;;;;;;;;;;
TUR;Turkey;;;;;;;;;x;;;;
TUR_ADJ;Turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
TUR_absolute_monarchy;Ottoman Empire;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_absolute_monarchy_ADJ;Ottoman;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_prussian_constitutionalism;Ottoman Empire;;;;;;;;;;;;;;;;;;;;;;;x
TUR_prussian_constitutionalism_ADJ;Ottoman;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_hms_government;Ottoman Empire;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_hms_government_ADJ;Ottoman;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_proletarian_dictatorship;Turkish SR;;;;;;;;;;;;;x
TUR_proletarian_dictatorship_ADJ;Turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_fascist_dictatorship;Turkish State;;;;;;;;;;;;;
TUR_presidential_dictatorship;Republic of Turkey;;;;;;;;;;;;;
TUR_democracy;Republic of Turkey;;;;;;;;;;;;;
CRO;Illyria;;;;;;;;;x;;;;
CRO_ADJ;Illyrian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
IBE;Iberia;;;;;;;;;;;;x
IBE_absolute_monarchy;Iberian Empire;;;;;;;;;;;;;
IBE_prussian_constitutionalism;Iberian Empire;;;;;;;;;;;;;
IBE_hms_government;Iberian Empire;;;;;;;;;;;;;
IBE_fascist_dictatorship;Iberian State;;;;;;;;;;;;;
IBE_proletarian_dictatorship;Iberian SFR;;;;;;;;;;;;;
IBE_democracy;Iberian Federation;;;;;;;;;;;;;
IBE_presidential_dictatorship;Iberian Federation;;;;;;;;;;;;;
IBE_ADJ;Iberian;;;;;;;;;;;;;
HIS;Hispania;;;;;;;;;;;;x
HIS_absolute_monarchy;Hispanic Empire;;;;;;;;;;;;;
HIS_prussian_constitutionalism;Hispanic Empire;;;;;;;;;;;;;
HIS_hms_government;Hispanic Empire;;;;;;;;;;;;;
HIS_fascist_dictatorship;Hispanic State;;;;;;;;;;;;;
HIS_proletarian_dictatorship;Hispanic SFR;;;;;;;;;;;;;
HIS_democracy;Hispanic Federation;;;;;;;;;;;;;
HIS_presidential_dictatorship;Hispanic Federation;;;;;;;;;;;;;
HIS_ADJ;Hispanic;;;;;;;;;;;;;
HRE;Holy Roman Empire;;;;;;;;;;;;x
HRE_ADJ;Roman Empire;;;;;;;;;;;;;
HUN;Hungary;;;;;;;;;;;;x
HUN_absolute_monarchy;Kingdom of Hungary;;;;;;;;;;;;;
HUN_prussian_constitutionalism;Kingdom of Hungary;;;;;;;;;;;;;
HUN_hms_government;Kingdom of Hungary;;;;;;;;;;;;;
HUN_fascist_dictatorship;Hungarian State;;;;;;;;;;;;;
HUN_proletarian_dictatorship;Hungarian People's Republic;;;;;;;;;;;;;
HUN_democracy;Hungarian Republic;;;;;;;;;;;;;
HUN_presidential_dictatorship;Hungarian Republic;;;;;;;;;;;;;
HUN_ADJ;Hungarian;;;;;;;;;;;;;
TUS;Tuscany;;;;;;;;;;;;;
TUS_absolute_monarchy;Tuscany;;;;;;;;;;;;;
TUS_prussian_constitutionalism;Tuscany;;;;;;;;;;;;;
TUS_hms_government;Tuscany;;;;;;;;;;;;;
TUS_fascist_dictatorship;Etruria;;;;;;;;;;;;;
TUS_proletarian_dictatorship;Etruria;;;;;;;;;;;;;
TUS_democracy;Etruria;;;;;;;;;;;;;
TUS_presidential_dictatorship;Etruria;;;;;;;;;;;;;
TUS_ADJ;Etrurian;;;;;;;;;;;;;
TUS_absolute_monarchy_ADJ;Tuscany;;;;;;;;;;;;;
TUS_prussian_constitutionalism_ADJ;Tuscany;;;;;;;;;;;;;
TUS_hms_government_ADJ;Tuscany;;;;;;;;;;;;;;;;;;;;;;;;x
FRR;Ferrara;;;;;;;;;;;;;
FRR_ADJ;Ferraran;;;;;;;;;;;;;
PLC;Poland-Lithuania;;;;;;;;;;;;x
PLC_absolute_monarchy;Poland-Lithuania;;;;;;;;;;;;;
PLC_prussian_constitutionalism;Poland-Lithuania;;;;;;;;;;;;;
PLC_hms_government;Poland-Lithuania;;;;;;;;;;;;;
PLC_fascist_dictatorship;Poland-Lithuania;;;;;;;;;;;;;
PLC_proletarian_dictatorship;Poland-Lithuania;;;;;;;;;;;;;
PLC_democracy;Poland-Lithuania;;;;;;;;;;;;;
PLC_presidential_dictatorship;Poland-Lithuania;;;;;;;;;;;;;
PLC_ADJ;Polish-Lithuanian;;;;;;;;;;;;;
UKR;Ruthenia;;;;;;;;;;;;;
UKR_ADJ;Ruthenian;;;;;;;;;;;;;
BYE;Byelorussia;;;;;;;;;;;;;
BYE_ADJ;Byelorussian;;;;;;;;;;;;;
LAT;Livonia;;;;;;;;;;;;;
LAT_ADJ;Livonian;;;;;;;;;;;;;
TUN;Tunis;;;;;;;;;;;;;
TUN_absolute_monarchy;Hafsid Kingdom;;;;;;;;;;;;;
TUN_prussian_constitutionalism;Hafsid Kingdom;;;;;;;;;;;;;
TUN_hms_government;Hafsid Kingdom;;;;;;;;;;;;;
TUN_fascist_dictatorship;Tunis;;;;;;;;;;;;;
TUN_proletarian_dictatorship;Tunis;;;;;;;;;;;;;
TUN_democracy;Tunis;;;;;;;;;;;;;
TUN_presidential_dictatorship;Tunis;;;;;;;;;;;;;
TUN_ADJ;Tunisian;;;;;;;;;;;;;
MOR;Maghreb;;;;;;;;;;;;;
MOR_ADJ;Maghrebi;;;;;;;;;;;;;
ARN;Aragon;;;;;;;;;;;;;
ARN_ADJ;Aragonese;;;;;;;;;;;;;
ARI;Aragon-Italy;;;;;;;;;;;;;
ARI_ADJ;Aragonese-Italian;;;;;;;;;;;;;
SCA;Scandinavia;;;;;;;;;;;;x
SCA_absolute_monarchy;Scandinavian Empire;;;;;;;;;;;;;
SCA_prussian_constitutionalism;Scandinavian Empire;;;;;;;;;;;;;
SCA_hms_government;Scandinavian Empire;;;;;;;;;;;;;
SCA_fascist_dictatorship;Scandinavian State;;;;;;;;;;;;;
SCA_proletarian_dictatorship;Scandinavian SFR;;;;;;;;;;;;;
SCA_democracy;Scandinavian Federation;;;;;;;;;;;;;
SCA_presidential_dictatorship;Scandinavian Federation;;;;;;;;;;;;;
SCA_ADJ;Scandinavian;;;;;;;;;;;;;
POM;Pomerania;;;;;;;;;;;;;
POM_ADJ;Pomeranian;;;;;;;;;;;;;
BOH;Bohemia;;;;;;;;;;;;;
BOH_ADJ;Bohemian;;;;;;;;;;;;;
ELB;Elbian Confederation;;;;;;;;;;;;;
ELB_ADJ;Elbian;;;;;;;;;;;;;
SGF;Danubian Confederation;;;;;;;;;;;;;
SGF_ADJ;Danubian;;;;;;;;;;;;;
BRN;Brandenburg;;;;;;;;;;;;;
BRN_ADJ;Brandenburger;;;;;;;;;;;;;
FRI;East Frisia;;;;;;;;;;;;;
FRI_ADJ;East Frisian;;;;;;;;;;;;;
MNR;Munster;;;;;;;;;;;;;
MNR_ADJ;Munsterite;;;;;;;;;;;;;
THU;Thuringia;;;;;;;;;;;;;
THU_ADJ;Thuringian;;;;;;;;;;;;;
TIR;Tirol;;;;;;;;;;;;;
TIR_ADJ;Tirolian;;;;;;;;;;;;;
HRE;Holy Rome;;;;;;;;;;;;x
HRE_absolute_monarchy;Holy Roman Empire;;;;;;;;;;;;;
HRE_prussian_constitutionalism;Holy Roman Empire;;;;;;;;;;;;;
HRE_hms_government;Holy Roman Empire;;;;;;;;;;;;;
HRE_fascist_dictatorship;Holy Roman Reich;;;;;;;;;;;;;
HRE_proletarian_dictatorship;Central European SFR;;;;;;;;;;;;;
HRE_democracy;Holy Roman Federation;;;;;;;;;;;;;
HRE_presidential_dictatorship;Holy Roman Federation;;;;;;;;;;;;;
HRE_ADJ;Holy Roman;;;;;;;;;;;;;
NOV;Novgorod;;;;;;;;;;;;;
NOV_ADJ;Novgorodian;;;;;;;;;;;;;
#;;;;;;;;;;;;;;Cultures;;;;
beornian;Beornian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
english;English;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scottish;Scottish;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
irish;Irish;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
quechua;Inca;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lotharian;Lotharian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lusitanian;Lusitanian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
